Busco_id	Status	Sequence	Gene_Start	Gene_End	Strand	Score	Length
450643at33208	Complete	ptg000014l	13100175	13102345	+	162.3	196
450785at33208	Complete	ptg000003l	8749505	8755517	+	140.5	111
451242at33208	Complete	ptg000014l	13498934	13501316	+	201.1	176
451957at33208	Complete	ptg000016l	12129897	12143494	+	593.8	420
452208at33208	Complete	ptg000015l	8095111	8097812	+	238.6	193
452499at33208	Complete	ptg000009l	1589475	1595123	+	337.4	269
452574at33208	Complete	ptg000011l	6485441	6481892	-	465.5	381
453049at33208	Complete	ptg000005l	2881125	2876905	-	363.1	402
453052at33208	Complete	ptg000019l	8956179	8957531	+	403.0	322
453056at33208	Complete	ptg000008l	6370132	6373527	+	556.6	372
453687at33208	Duplicated	ptg000017l	2326483	2325332	-	388.9	282
453687at33208	Duplicated	ptg000041l	9795	10946	+	390.6	282
454911at33208	Complete	ptg000014l	4085080	4082229	-	683.9	611
455512at33208	Complete	ptg000001l	5875108	5876899	+	243.7	180
455941at33208	Complete	ptg000012l	10318386	10315810	-	286.1	270
456998at33208	Complete	ptg000001l	5220181	5218050	-	238.6	232
457777at33208	Complete	ptg000017l	7332280	7336472	+	563.2	326
458807at33208	Complete	ptg000005l	3622609	3620645	-	412.3	269
458974at33208	Complete	ptg000012l	3536231	3534870	-	169.2	144
458988at33208	Complete	ptg000004l	5948427	5955628	+	709.6	462
459253at33208	Complete	ptg000007l	9344953	9340040	-	216.7	156
460044at33208	Complete	ptg000012l	13410538	13402699	-	417.6	282
460518at33208	Complete	ptg000016l	728862	732876	+	440.6	277
461123at33208	Complete	ptg000004l	1131659	1126679	-	207.2	230
461193at33208	Complete	ptg000012l	7711358	7706011	-	268.7	229
462325at33208	Complete	ptg000009l	1540116	1542242	+	391.6	294
462897at33208	Complete	ptg000008l	7596219	7597631	+	410.5	380
463071at33208	Complete	ptg000016l	10983849	10982590	-	238.1	271
464204at33208	Complete	ptg000008l	4662393	4664791	+	396.6	301
464243at33208	Complete	ptg000010l	4391698	4392800	+	94.9	129
464286at33208	Complete	ptg000012l	11572516	11565777	-	408.4	383
464312at33208	Complete	ptg000006l	9179562	9181135	+	244.5	314
464987at33208	Complete	ptg000005l	3918901	3920066	+	269.2	165
465092at33208	Complete	ptg000006l	461190	458664	-	411.8	221
465401at33208	Complete	ptg000005l	6933303	6934989	+	232.5	188
465512at33208	Complete	ptg000003l	5173071	5168748	-	1043.2	822
465651at33208	Complete	ptg000009l	9044910	9043060	-	117.9	145
465703at33208	Complete	ptg000018l	1331115	1328266	-	261.5	197
465933at33208	Complete	ptg000008l	7368622	7365619	-	345.1	250
466616at33208	Complete	ptg000003l	8867327	8864047	-	638.4	543
466942at33208	Complete	ptg000020l	14715861	14717386	+	135.0	185
467106at33208	Complete	ptg000009l	5808685	5811993	+	375.1	253
467142at33208	Complete	ptg000018l	1178184	1183628	+	317.7	336
467744at33208	Complete	ptg000020l	10151859	10154959	+	348.2	264
468248at33208	Complete	ptg000007l	4992957	4975650	-	407.7	302
468359at33208	Complete	ptg000044l	846158	850882	+	379.6	273
468631at33208	Complete	ptg000003l	8776883	8783758	+	126.8	135
468710at33208	Complete	ptg000004l	9865053	9866469	+	172.9	173
468757at33208	Complete	ptg000009l	11897511	11902146	+	404.4	281
469367at33208	Complete	ptg000020l	5396851	5397969	+	279.9	271
470197at33208	Complete	ptg000017l	1616011	1622720	+	289.6	317
470523at33208	Complete	ptg000014l	11459853	11460963	+	258.1	195
471608at33208	Complete	ptg000011l	6421397	6419614	-	314.6	214
471787at33208	Complete	ptg000044l	7465897	7470764	+	395.5	296
472313at33208	Complete	ptg000004l	8486064	8488578	+	315.3	249
472352at33208	Complete	ptg000019l	9478123	9479682	+	191.5	202
473106at33208	Complete	ptg000008l	14103113	14106937	+	432.6	341
474144at33208	Complete	ptg000007l	8716489	8720023	+	233.7	201
474302at33208	Complete	ptg000020l	13903720	13901100	-	241.1	267
474387at33208	Complete	ptg000014l	2737192	2733960	-	408.8	297
475826at33208	Complete	ptg000014l	1570581	1567514	-	320.5	223
476036at33208	Fragmented	ptg000016l	1724008	1727587	+	127.4	86
477052at33208	Complete	ptg000017l	7359687	7360682	+	348.5	237
477939at33208	Complete	ptg000014l	13590898	13589444	-	298.0	310
477998at33208	Complete	ptg000007l	1353388	1368237	+	207.7	341
478073at33208	Complete	ptg000005l	6441215	6442664	+	413.3	226
478984at33208	Complete	ptg000015l	3672766	3728122	+	338.5	241
480700at33208	Complete	ptg000009l	13938760	13939984	+	153.4	156
480735at33208	Complete	ptg000002l	7125411	7122081	-	267.4	243
481557at33208	Complete	ptg000015l	597588	585995	-	182.5	270
482691at33208	Complete	ptg000003l	10774380	10770061	-	391.5	236
483489at33208	Complete	ptg000016l	10204715	10207272	+	332.6	292
485003at33208	Complete	ptg000005l	3917952	3916323	-	260.6	205
485696at33208	Complete	ptg000004l	14195238	14197951	+	183.2	221
486370at33208	Complete	ptg000012l	14003648	14001687	-	286.2	291
486431at33208	Complete	ptg000017l	6896287	6899616	+	446.0	437
486743at33208	Complete	ptg000044l	4660519	4658072	-	169.3	203
486993at33208	Complete	ptg000015l	8955578	8957822	+	282.0	247
487873at33208	Complete	ptg000005l	6501360	6500336	-	94.1	125
487987at33208	Complete	ptg000010l	3703217	3704653	+	215.9	171
488559at33208	Complete	ptg000014l	3905139	3903683	-	239.1	167
488635at33208	Complete	ptg000003l	7497340	7495779	-	273.0	239
489359at33208	Complete	ptg000018l	4464702	4469452	+	212.6	231
489858at33208	Complete	ptg000011l	3929373	3930968	+	220.5	173
489997at33208	Complete	ptg000014l	9184544	9188340	+	364.9	376
490248at33208	Complete	ptg000007l	3195763	3197179	+	229.1	183
490961at33208	Missing
491252at33208	Complete	ptg000013l	10257178	10261043	+	202.9	184
491289at33208	Complete	ptg000020l	18674693	18673690	-	274.3	242
492033at33208	Complete	ptg000019l	4257101	4255398	-	307.9	173
493148at33208	Complete	ptg000003l	4180522	4176556	-	140.0	145
493505at33208	Complete	ptg000006l	8860692	8863251	+	312.6	188
493913at33208	Complete	ptg000002l	2867186	2871525	+	434.3	383
494057at33208	Complete	ptg000005l	3957663	3955866	-	254.0	171
495100at33208	Complete	ptg000044l	103941	105203	+	348.1	217
495175at33208	Complete	ptg000014l	15780969	15779071	-	246.3	181
495207at33208	Complete	ptg000014l	16412542	16400016	-	249.7	239
495311at33208	Complete	ptg000003l	5662615	5663584	+	265.0	163
495329at33208	Complete	ptg000011l	1009101	1011084	+	195.8	176
495389at33208	Complete	ptg000017l	4983950	4981981	-	128.3	164
495605at33208	Complete	ptg000020l	12257844	12255479	-	412.9	224
495802at33208	Complete	ptg000005l	4722375	4721125	-	91.6	68
495926at33208	Complete	ptg000009l	9286242	9284773	-	127.7	174
496070at33208	Complete	ptg000016l	6368091	6368888	+	175.8	182
496219at33208	Complete	ptg000014l	11517539	11522244	+	399.7	241
498535at33208	Complete	ptg000020l	10926227	10921863	-	338.3	199
500261at33208	Complete	ptg000015l	4214925	4219316	+	355.5	294
500808at33208	Complete	ptg000006l	8161870	8144600	-	389.9	303
501396at33208	Complete	ptg000005l	1336571	1333752	-	302.8	169
501546at33208	Complete	ptg000003l	6864728	6862631	-	142.4	145
501788at33208	Complete	ptg000019l	5968821	5971033	+	240.3	163
502128at33208	Complete	ptg000019l	4880014	4873075	-	365.7	239
502407at33208	Complete	ptg000044l	7283139	7283840	+	249.5	194
502429at33208	Complete	ptg000009l	8619730	8622190	+	294.9	187
502584at33208	Complete	ptg000008l	14143618	14145875	+	238.1	236
502691at33208	Complete	ptg000012l	12092935	12091129	-	362.8	205
503333at33208	Complete	ptg000020l	10116984	10113479	-	452.9	258
503828at33208	Complete	ptg000018l	3151313	3148656	-	157.7	157
504207at33208	Complete	ptg000012l	1183309	1186260	+	453.8	310
504292at33208	Complete	ptg000020l	1370743	1381643	+	258.3	175
504691at33208	Complete	ptg000010l	5511180	5510599	-	166.3	135
504731at33208	Complete	ptg000020l	10150263	10145503	-	413.6	237
504912at33208	Complete	ptg000012l	943729	948284	+	121.6	131
505248at33208	Complete	ptg000010l	9545146	9531109	-	255.9	142
505718at33208	Complete	ptg000044l	7105283	7109194	+	89.5	126
508188at33208	Complete	ptg000009l	6966076	6964920	-	280.9	231
508379at33208	Complete	ptg000007l	2232264	2230836	-	212.5	129
508986at33208	Complete	ptg000006l	4468089	4469631	+	91.9	204
509494at33208	Complete	ptg000006l	5596819	5591139	-	249.4	138
509816at33208	Complete	ptg000016l	8867953	8870640	+	248.0	156
510174at33208	Complete	ptg000013l	12434239	12445078	+	309.8	233
510522at33208	Complete	ptg000016l	8927367	8929853	+	200.3	198
510581at33208	Complete	ptg000016l	10312946	10314390	+	329.7	246
511272at33208	Complete	ptg000011l	990686	986045	-	261.8	228
511386at33208	Complete	ptg000004l	1226164	1230432	+	349.6	444
511575at33208	Complete	ptg000003l	4894139	4895340	+	242.5	132
511668at33208	Complete	ptg000008l	8674382	8673111	-	182.7	189
514121at33208	Complete	ptg000016l	12039641	12042252	+	255.0	216
514296at33208	Complete	ptg000008l	6026251	6024948	-	244.5	135
514565at33208	Complete	ptg000010l	6276422	6275063	-	358.3	189
514675at33208	Complete	ptg000012l	6201681	6199984	-	269.2	196
514698at33208	Complete	ptg000006l	16204782	16205426	+	238.5	160
514724at33208	Complete	ptg000019l	5765819	5773144	+	188.1	181
514727at33208	Complete	ptg000001l	7128895	7125200	-	143.7	295
514740at33208	Complete	ptg000014l	9963093	9965317	+	224.7	179
514834at33208	Complete	ptg000003l	7779329	7780837	+	83.7	164
514892at33208	Complete	ptg000003l	7094587	7095576	+	291.7	194
515058at33208	Complete	ptg000008l	11762655	11754117	-	399.0	343
515377at33208	Missing
515410at33208	Complete	ptg000010l	9378874	9380355	+	209.8	151
515425at33208	Missing
515528at33208	Complete	ptg000010l	8933784	8939228	+	157.1	192
515640at33208	Complete	ptg000012l	340298	341032	+	347.1	195
516078at33208	Complete	ptg000019l	8200893	8198009	-	339.3	239
516321at33208	Complete	ptg000011l	2704624	2706556	+	237.3	133
516481at33208	Complete	ptg000019l	5914065	5914805	+	82.0	186
516659at33208	Complete	ptg000004l	10521665	10522561	+	234.6	221
516716at33208	Complete	ptg000010l	12394840	12400679	+	367.5	338
517311at33208	Complete	ptg000019l	2571229	2569244	-	229.1	155
517525at33208	Complete	ptg000020l	14514857	14521617	+	467.8	287
517686at33208	Complete	ptg000016l	12894120	12891593	-	143.7	96
517968at33208	Complete	ptg000005l	9059470	9060827	+	114.5	108
518288at33208	Complete	ptg000015l	8303638	8293559	-	354.0	271
518569at33208	Complete	ptg000014l	15267436	15271826	+	335.4	294
518635at33208	Complete	ptg000012l	10318925	10320610	+	466.4	365
519030at33208	Complete	ptg000004l	16741998	16740449	-	218.7	196
519303at33208	Complete	ptg000019l	4477036	4480306	+	318.9	331
519777at33208	Complete	ptg000020l	9638596	9641081	+	233.8	245
520011at33208	Fragmented	ptg000011l	3927433	3926561	-	120.6	83
521343at33208	Complete	ptg000004l	17176180	17184182	+	143.0	141
522886at33208	Complete	ptg000004l	1031203	1029445	-	274.5	250
522988at33208	Complete	ptg000044l	2075128	2080444	+	256.5	267
523206at33208	Complete	ptg000010l	12935797	12933718	-	119.8	129
523376at33208	Complete	ptg000010l	10911906	10908425	-	203.7	235
523534at33208	Complete	ptg000012l	7088436	7087200	-	252.9	148
524148at33208	Complete	ptg000013l	9391811	9386072	-	193.6	287
524165at33208	Complete	ptg000005l	404703	402220	-	401.6	377
524322at33208	Complete	ptg000003l	7782058	7781235	-	179.3	128
525542at33208	Complete	ptg000006l	9649704	9646539	-	199.4	185
525888at33208	Complete	ptg000005l	8227604	8230183	+	235.1	164
526074at33208	Complete	ptg000009l	14010290	14008976	-	275.4	170
526487at33208	Complete	ptg000014l	2731088	2731699	+	323.1	179
526673at33208	Complete	ptg000014l	15078170	15080972	+	423.3	264
526839at33208	Complete	ptg000011l	6339769	6342116	+	219.6	292
527406at33208	Fragmented	ptg000009l	3771911	3768551	-	312.0	162
528325at33208	Complete	ptg000007l	1382084	1369657	-	253.0	129
529092at33208	Complete	ptg000020l	14714710	14709939	-	192.0	106
529093at33208	Complete	ptg000001l	3339898	3335988	-	317.7	201
529708at33208	Complete	ptg000011l	6045189	6046959	+	253.8	235
529852at33208	Complete	ptg000003l	9006601	9008577	+	198.2	144
530431at33208	Complete	ptg000012l	11560423	11552334	-	502.2	383
532406at33208	Complete	ptg000004l	4715361	4713638	-	258.7	181
532693at33208	Complete	ptg000020l	10108923	10112295	+	274.9	278
532728at33208	Complete	ptg000020l	6192812	6194025	+	164.2	127
532930at33208	Complete	ptg000005l	6667126	6658781	-	213.1	191
533666at33208	Complete	ptg000007l	4701302	4694412	-	183.6	202
533690at33208	Complete	ptg000005l	1165684	1167656	+	261.5	182
534172at33208	Complete	ptg000014l	2944492	2945873	+	348.5	211
534206at33208	Complete	ptg000014l	13604182	13606143	+	119.8	178
534312at33208	Complete	ptg000010l	12135537	12136943	+	240.8	133
534757at33208	Complete	ptg000014l	10701717	10704770	+	230.4	209
534808at33208	Complete	ptg000006l	4768227	4765451	-	354.8	275
535268at33208	Complete	ptg000008l	8724670	8727222	+	299.6	171
535367at33208	Complete	ptg000011l	4716930	4712723	-	207.4	200
535524at33208	Complete	ptg000003l	15345809	15347122	+	256.6	160
535650at33208	Complete	ptg000018l	2566518	2565120	-	277.1	165
535664at33208	Complete	ptg000011l	4392560	4393096	+	139.5	122
535782at33208	Complete	ptg000011l	4309611	4314418	+	209.2	162
535806at33208	Complete	ptg000011l	4779402	4781603	+	196.4	133
536251at33208	Fragmented	ptg000002l	2024703	2022936	-	96.0	79
537470at33208	Complete	ptg000020l	16043214	16041873	-	221.2	128
537548at33208	Complete	ptg000016l	6913635	6916206	+	269.5	180
537718at33208	Complete	ptg000009l	10920497	10919048	-	241.5	240
537923at33208	Complete	ptg000001l	7143775	7142288	-	269.9	156
538442at33208	Complete	ptg000011l	4793858	4797153	+	186.3	135
539043at33208	Complete	ptg000004l	9525008	9523586	-	215.3	148
539215at33208	Complete	ptg000006l	182243	186184	+	217.5	157
539234at33208	Complete	ptg000001l	3848077	3847105	-	234.6	130
539360at33208	Complete	ptg000012l	10977908	10981909	+	165.9	163
539600at33208	Complete	ptg000014l	12687981	12686811	-	186.4	149
540193at33208	Complete	ptg000003l	14963796	14970858	+	175.0	463
541231at33208	Complete	ptg000012l	15669672	15660005	-	164.9	154
541260at33208	Complete	ptg000016l	10782906	10781957	-	119.3	83
541421at33208	Complete	ptg000008l	5185648	5186869	+	273.4	177
543124at33208	Complete	ptg000013l	12548445	12543825	-	246.0	247
543269at33208	Complete	ptg000006l	4488732	4487734	-	204.8	188
544546at33208	Complete	ptg000011l	4792750	4786362	-	126.0	123
544849at33208	Complete	ptg000011l	6397848	6394651	-	173.7	147
544919at33208	Complete	ptg000003l	427861	432931	+	176.6	297
545063at33208	Complete	ptg000007l	9361083	9357355	-	144.0	200
545389at33208	Complete	ptg000008l	6886863	6886288	-	272.2	165
545641at33208	Complete	ptg000008l	8188282	8186468	-	200.3	119
545744at33208	Complete	ptg000017l	5443183	5443609	+	139.8	93
545889at33208	Complete	ptg000008l	14679185	14677121	-	131.1	115
546305at33208	Complete	ptg000007l	7411749	7412461	+	117.0	108
546751at33208	Complete	ptg000006l	803882	801527	-	263.9	205
547099at33208	Missing
547341at33208	Complete	ptg000016l	1521317	1519867	-	295.4	229
547766at33208	Complete	ptg000020l	12240569	12239428	-	272.9	159
548327at33208	Complete	ptg000020l	15894040	15894768	+	189.2	135
548444at33208	Complete	ptg000014l	2085705	2088601	+	338.4	246
548732at33208	Complete	ptg000006l	4309275	4307614	-	213.6	133
549156at33208	Complete	ptg000005l	4499646	4498681	-	239.0	137
549988at33208	Complete	ptg000001l	570643	569888	-	185.6	164
551166at33208	Complete	ptg000020l	7747582	7746831	-	167.3	100
551620at33208	Fragmented	ptg000008l	13231173	13234014	+	77.9	74
551632at33208	Complete	ptg000009l	1183918	1179643	-	185.5	149
551831at33208	Complete	ptg000003l	8697383	8695982	-	279.5	203
552201at33208	Complete	ptg000002l	1030746	1031423	+	330.7	179
552359at33208	Complete	ptg000018l	10147079	10146524	-	163.6	115
552764at33208	Complete	ptg000044l	2625262	2630208	+	317.7	171
552949at33208	Complete	ptg000011l	4357339	4355475	-	92.1	202
553411at33208	Complete	ptg000010l	6281411	6279798	-	212.0	152
553585at33208	Complete	ptg000020l	12540952	12543039	+	330.6	206
554010at33208	Complete	ptg000020l	5553903	5552413	-	301.3	209
554815at33208	Complete	ptg000008l	7598806	7601974	+	278.8	189
555162at33208	Complete	ptg000002l	2862193	2863131	+	298.4	149
555390at33208	Complete	ptg000044l	7168662	7170150	+	221.3	119
555538at33208	Complete	ptg000007l	2525697	2525068	-	129.4	175
556039at33208	Complete	ptg000019l	6967368	6966291	-	136.6	106
556189at33208	Missing
556337at33208	Complete	ptg000006l	1023145	1023806	+	220.8	124
556445at33208	Complete	ptg000018l	8866006	8864646	-	172.0	123
556461at33208	Complete	ptg000020l	13266658	13267409	+	112.5	91
556510at33208	Complete	ptg000014l	332183	332925	+	157.1	137
556587at33208	Complete	ptg000015l	4341070	4340543	-	114.0	122
556750at33208	Complete	ptg000020l	11749235	11752890	+	132.7	133
556925at33208	Complete	ptg000006l	1360547	1365681	+	59.6	140
557292at33208	Complete	ptg000004l	17134257	17136359	+	251.2	185
557596at33208	Complete	ptg000005l	9312433	9315700	+	318.1	180
557694at33208	Complete	ptg000003l	5237384	5234473	-	274.6	244
557834at33208	Complete	ptg000010l	3440371	3434530	-	316.6	339
557962at33208	Complete	ptg000021l	494852	498038	+	267.1	215
558368at33208	Complete	ptg000008l	3837851	3836392	-	197.2	177
558385at33208	Complete	ptg000011l	4480410	4478467	-	231.6	193
558552at33208	Complete	ptg000019l	2680141	2681074	+	236.5	124
558791at33208	Complete	ptg000009l	8195483	8194609	-	232.1	125
558897at33208	Complete	ptg000011l	1379603	1384628	+	199.3	148
558933at33208	Complete	ptg000017l	8318144	8317446	-	245.3	179
559146at33208	Complete	ptg000016l	408680	410120	+	87.3	88
559501at33208	Complete	ptg000010l	4766204	4765410	-	298.8	206
559576at33208	Complete	ptg000016l	7139788	7135433	-	222.2	232
559732at33208	Complete	ptg000004l	8758399	8758975	+	67.4	61
559883at33208	Complete	ptg000010l	967250	968380	+	236.5	159
560453at33208	Complete	ptg000002l	6473080	6475193	+	265.2	149
560566at33208	Complete	ptg000003l	6809276	6807611	-	103.4	148
560584at33208	Complete	ptg000004l	1317911	1318639	+	130.7	86
560694at33208	Complete	ptg000008l	1221617	1223813	+	310.2	210
561054at33208	Complete	ptg000019l	8968972	8971749	+	167.8	133
561248at33208	Complete	ptg000017l	6229367	6227979	-	160.6	179
561417at33208	Complete	ptg000008l	12620366	12621554	+	196.5	124
561688at33208	Complete	ptg000017l	8215144	8214328	-	125.9	152
561878at33208	Complete	ptg000015l	8020288	8021262	+	308.7	236
561943at33208	Complete	ptg000003l	7853936	7849024	-	356.3	244
562780at33208	Fragmented	ptg000006l	10187222	10194605	+	143.8	109
563084at33208	Complete	ptg000005l	9316489	9317354	+	97.4	80
563358at33208	Complete	ptg000044l	7183616	7180094	-	110.7	150
563359at33208	Complete	ptg000016l	7096232	7098118	+	163.1	166
563426at33208	Complete	ptg000004l	5780684	5783831	+	327.3	281
563679at33208	Complete	ptg000014l	13033404	13034156	+	155.2	104
563832at33208	Complete	ptg000002l	5498933	5499505	+	112.1	135
564234at33208	Complete	ptg000019l	9499346	9501506	+	128.6	145
564286at33208	Complete	ptg000016l	7270584	7269883	-	213.7	110
565053at33208	Complete	ptg000016l	7164070	7161935	-	182.2	194
566026at33208	Complete	ptg000014l	3953695	3955720	+	220.0	177
566116at33208	Complete	ptg000010l	2992503	2978841	-	263.6	179
566262at33208	Complete	ptg000006l	10499099	10499720	+	136.4	100
566447at33208	Complete	ptg000006l	8220074	8219181	-	177.0	159
566527at33208	Complete	ptg000004l	14942716	14940537	-	250.6	186
566916at33208	Complete	ptg000012l	14015343	14010182	-	105.3	147
567650at33208	Complete	ptg000002l	2846981	2850245	+	168.4	222
567750at33208	Complete	ptg000012l	10569481	10570144	+	106.7	91
567809at33208	Complete	ptg000020l	5357646	5360164	+	203.3	116
568022at33208	Complete	ptg000014l	6179628	6180444	+	231.8	151
568170at33208	Complete	ptg000001l	5770376	5773268	+	201.9	171
568839at33208	Complete	ptg000006l	9671067	9672522	+	205.8	203
568949at33208	Complete	ptg000001l	5769283	5768690	-	250.4	161
569294at33208	Complete	ptg000044l	9328267	9327401	-	198.1	175
569303at33208	Complete	ptg000021l	494286	490552	-	244.0	246
569812at33208	Complete	ptg000006l	5128815	5132425	+	271.8	207
569878at33208	Complete	ptg000012l	13331955	13335366	+	237.2	179
570262at33208	Complete	ptg000009l	2056763	2054383	-	254.2	175
570646at33208	Complete	ptg000012l	3628980	3628179	-	239.0	146
570717at33208	Complete	ptg000003l	4769252	4767088	-	275.5	169
571149at33208	Complete	ptg000010l	2768830	2765773	-	89.5	91
571944at33208	Complete	ptg000004l	8119270	8121896	+	169.0	209
572074at33208	Complete	ptg000004l	6832819	6830872	-	184.4	213
572434at33208	Complete	ptg000020l	11109158	11106270	-	294.3	195
572463at33208	Complete	ptg000018l	2468035	2473532	+	272.7	211
572754at33208	Complete	ptg000014l	15027546	15028200	+	184.4	124
572845at33208	Complete	ptg000003l	3522091	3522660	+	247.1	158
573203at33208	Complete	ptg000004l	6075462	6073496	-	242.5	286
573237at33208	Complete	ptg000044l	2557283	2554479	-	247.9	219
573313at33208	Complete	ptg000010l	2618754	2617496	-	321.9	251
574311at33208	Complete	ptg000011l	1596950	1597794	+	64.2	72
575360at33208	Complete	ptg000006l	9582302	9582860	+	189.1	125
576633at33208	Complete	ptg000020l	111149	107919	-	267.9	155
576938at33208	Complete	ptg000002l	5494179	5494918	+	125.4	114
576997at33208	Complete	ptg000004l	10534999	10535969	+	223.3	144
577068at33208	Complete	ptg000020l	4118213	4124449	+	256.6	229
577339at33208	Complete	ptg000008l	6098672	6096076	-	159.9	112
577929at33208	Complete	ptg000005l	3875207	3874536	-	117.7	109
578354at33208	Complete	ptg000008l	2630413	2628543	-	222.7	127
578582at33208	Complete	ptg000010l	5416444	5419036	+	216.8	144
578684at33208	Complete	ptg000003l	7235908	7235033	-	239.6	198
578726at33208	Complete	ptg000004l	5012969	5009799	-	183.8	174
578734at33208	Complete	ptg000005l	4772307	4773020	+	194.8	192
578959at33208	Complete	ptg000009l	11893935	11895290	+	190.4	116
579029at33208	Complete	ptg000006l	3479738	3481173	+	151.8	147
580062at33208	Complete	ptg000005l	6454847	6456266	+	160.2	161
580288at33208	Complete	ptg000010l	5832312	5833818	+	231.5	116
580851at33208	Complete	ptg000003l	5599136	5598738	-	93.1	104
580896at33208	Complete	ptg000001l	6730967	6726456	-	240.7	272
581006at33208	Complete	ptg000004l	17609563	17611916	+	166.7	143
581475at33208	Complete	ptg000014l	12501534	12502034	+	199.5	136
581543at33208	Complete	ptg000002l	1950903	1951454	+	96.6	155
581547at33208	Complete	ptg000007l	3124274	3122445	-	254.6	148
581621at33208	Complete	ptg000017l	4966806	4975978	+	306.7	161
581717at33208	Complete	ptg000008l	11857448	11862648	+	189.6	217
581779at33208	Complete	ptg000002l	2134154	2132333	-	155.2	267
582265at33208	Complete	ptg000008l	4862401	4854694	-	190.9	156
582341at33208	Complete	ptg000009l	2057709	2059396	+	206.2	103
582473at33208	Complete	ptg000020l	12736601	12737351	+	242.5	158
582823at33208	Complete	ptg000015l	3366239	3364145	-	303.3	209
582951at33208	Complete	ptg000006l	8548941	8548332	-	166.3	104
583626at33208	Complete	ptg000016l	3237598	3239761	+	130.1	138
584023at33208	Complete	ptg000009l	1573028	1574926	+	210.0	208
584333at33208	Complete	ptg000010l	12134570	12132025	-	89.6	118
584373at33208	Complete	ptg000005l	3402700	3401936	-	74.3	60
585078at33208	Complete	ptg000001l	10262365	10262796	+	72.4	74
585232at33208	Complete	ptg000012l	5760593	5761790	+	149.1	141
585305at33208	Complete	ptg000012l	1409849	1411505	+	157.5	84
585313at33208	Complete	ptg000014l	112653	183783	+	291.9	186
585656at33208	Complete	ptg000012l	3721880	3723137	+	228.2	144
585726at33208	Complete	ptg000010l	2974334	2972294	-	172.6	162
585809at33208	Complete	ptg000019l	8959246	8961341	+	219.8	213
586156at33208	Complete	ptg000018l	3154833	3155953	+	141.9	114
586310at33208	Complete	ptg000012l	15265724	15267424	+	156.7	143
586690at33208	Complete	ptg000005l	4201279	4200842	-	181.3	121
586719at33208	Complete	ptg000002l	7642912	7644181	+	228.0	128
587399at33208	Complete	ptg000006l	3201344	3200591	-	105.2	152
587407at33208	Complete	ptg000015l	4151528	4150788	-	161.2	173
587513at33208	Complete	ptg000014l	8580302	8575742	-	328.3	298
587688at33208	Complete	ptg000003l	14090195	14093938	+	93.6	138
587958at33208	Complete	ptg000004l	6029142	6028701	-	185.1	83
589773at33208	Complete	ptg000010l	4725470	4721189	-	79.8	55
589901at33208	Complete	ptg000044l	112108	107053	-	168.4	239
590221at33208	Missing
590347at33208	Complete	ptg000016l	2145205	2148763	+	123.2	123
590416at33208	Complete	ptg000014l	12674302	12676245	+	281.4	175
590470at33208	Complete	ptg000009l	5054781	5055536	+	214.3	210
591316at33208	Complete	ptg000019l	5166966	5168422	+	149.9	94
591391at33208	Complete	ptg000005l	8678401	8679453	+	166.4	132
591498at33208	Complete	ptg000020l	7136454	7144763	+	173.6	161
592087at33208	Complete	ptg000009l	9617099	9615964	-	236.5	157
592094at33208	Complete	ptg000011l	4474860	4476722	+	298.2	190
592759at33208	Complete	ptg000003l	5133826	5132154	-	256.8	172
592872at33208	Complete	ptg000004l	779139	776303	-	144.9	181
594172at33208	Complete	ptg000016l	6104966	6104151	-	243.5	120
594271at33208	Complete	ptg000010l	14846241	14838840	-	80.0	93
594842at33208	Complete	ptg000003l	7508428	7509015	+	186.8	109
594937at33208	Complete	ptg000009l	6334332	6333407	-	110.9	113
595010at33208	Complete	ptg000014l	9840347	9820990	-	261.0	274
595316at33208	Complete	ptg000004l	7938623	7940041	+	182.5	131
595404at33208	Complete	ptg000003l	1329027	1329545	+	198.5	125
595858at33208	Complete	ptg000008l	1163456	1167336	+	437.2	340
596131at33208	Complete	ptg000012l	6084558	6083335	-	179.4	100
596973at33208	Complete	ptg000010l	10283059	10281673	-	219.1	169
597023at33208	Complete	ptg000003l	7543790	7544613	+	162.3	173
597816at33208	Complete	ptg000004l	7950392	7951934	+	179.1	147
598405at33208	Complete	ptg000003l	842476	841808	-	147.0	95
598944at33208	Complete	ptg000016l	8939637	8932676	-	148.7	195
599320at33208	Complete	ptg000005l	11959306	11960406	+	140.2	89
600462at33208	Complete	ptg000020l	14263830	14264696	+	179.7	187
600823at33208	Complete	ptg000004l	12566	14398	+	163.0	155
601242at33208	Complete	ptg000003l	4770565	4771867	+	188.2	113
601650at33208	Complete	ptg000019l	2368283	2369317	+	149.7	113
601768at33208	Complete	ptg000009l	9287164	9289399	+	277.8	233
601875at33208	Complete	ptg000014l	3258741	3253724	-	177.8	358
601886at33208	Complete	ptg000005l	7407632	7406643	-	222.8	173
601967at33208	Complete	ptg000014l	6077414	6076198	-	185.0	124
602089at33208	Complete	ptg000044l	9333835	9334650	+	167.4	99
602148at33208	Fragmented	ptg000012l	15670272	15670726	+	96.9	58
602587at33208	Complete	ptg000008l	8660661	8661108	+	120.7	69
603239at33208	Complete	ptg000012l	935723	934881	-	147.4	150
603370at33208	Complete	ptg000010l	5227137	5224642	-	216.3	125
603609at33208	Complete	ptg000016l	8955602	8957201	+	141.4	116
603673at33208	Complete	ptg000044l	6912222	6911241	-	195.8	121
